發生時間	發生地點	死亡受傷人數	車種	經度	緯度
110年02月02日	高雄市大寮區華中路20號前0.0公尺	死亡0;受傷1	普通重型-機車;自用-大貨車	120.428744	22.57698
110年02月02日	高雄市大寮區過溪路 / 高雄市大寮區永和街	死亡0;受傷1	普通重型-機車;普通重型-機車	120.421388	22.575582
110年02月02日	高雄市橋頭區甲樹路甲北070電桿號前0.0公尺	死亡0;受傷1	自用-小貨車(含客、貨兩用);普通重型-機車	120.294692	22.738004
110年02月02日	高雄市仁武區鳳仁路280-8號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車;普通重型-機車	120.3449	22.7022
110年02月02日	高雄市鳳山區鳳松路文英012燈桿號前0.0公尺	死亡0;受傷1	自用-小客車;腳踏自行車-慢車	120.36253	22.637364
110年02月02日	高雄市鹽埕區五福四路 / 高雄市鹽埕區大禮街	死亡0;受傷2	自用-小客車;普通重型-機車;乘客-人	120.30152	22.62716
110年02月02日	高雄市左營區博愛二路628號前0.0公尺前	死亡0;受傷1	普通重型-機車;普通重型-機車;普通重型-機車	120.303715	22.668963
110年02月02日	高雄市仁武區鳳仁路 / 高雄市仁武區文南二街	死亡0;受傷1	普通重型-機車;普通重型-機車	120.348383	22.695162
110年02月02日	高雄市楠梓區朝明路 / 高雄市楠梓區朝明路	死亡0;受傷1	自用-小客車;普通重型-機車	120.327233	22.724599
110年02月02日	高雄市仁武區仁雄路 / 高雄市仁武區大正路	死亡0;受傷1	自用-小客車;普通重型-機車	120.3642	22.65964
110年02月02日	高雄市梓官區信義路 / 高雄市梓官區進學路	死亡0;受傷2	普通重型-機車;普通重型-機車;乘客-人	120.264535	22.760273
110年02月02日	高雄市岡山區竹圍西街路燈竹圍353號前0.0公尺	死亡0;受傷1	普通重型-機車;腳踏自行車-慢車	120.300148	22.797849
110年02月02日	高雄市仁武區義大二路仁福0342號前0.0公尺	死亡0;受傷2	普通重型-機車;乘客-人	120.395218	22.724493
110年02月02日	高雄市鳥松區中正路鳥松0304燈桿號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車	120.365183	22.650288
110年02月02日	高雄市苓雅區憲政路 / 高雄市苓雅區憲政路	死亡0;受傷2	自用-小客車;普通重型-機車;乘客-人	120.326998	22.634807
110年02月02日	高雄市鼓山區中華一路.號前0.0公尺	死亡0;受傷1	普通輕型-機車;普通重型-機車	120.292315	22.652893
110年02月02日	高雄市左營區軍校路 / 高雄市左營區海功路	死亡0;受傷1	自用-小客車;普通輕型-機車	120.292418	22.693648
110年02月02日	高雄市鳳山區五甲一路32號前0.0公尺	死亡0;受傷1	普通重型-機車	120.357975	22.621709
110年02月02日	高雄市鳳山區南華路158號前0.0公尺	死亡0;受傷2	腳踏自行車-慢車;普通重型-機車	120.338356	22.60241
110年02月02日	高雄市三民區大昌一路前 / 高雄市三民區大裕路前	死亡0;受傷1	普通重型-機車;自用-小客車	120.32858	22.657095
110年02月03日	高雄市仁武區水管路竹後0094路燈號前0.0公尺	死亡0;受傷1	普通重型-機車	120.3388	22.7062
110年02月03日	高雄市三民區九如二路 / 高雄市三民區民族一路	死亡0;受傷4	自用-小客車;計程車-小客車;乘客-人;乘客-人	120.313858	22.6404
110年02月03日	高雄市楠梓區創新路 / 高雄市楠梓區土庫北路	死亡0;受傷1	普通重型-機車	120.331599	22.748843
110年02月03日	高雄市楠梓區經五路與西三街路口	死亡0;受傷1	普通重型-機車	120.302739	22.7195
110年02月03日	高雄市大社區成功四巷 / 高雄市大社區成功一巷	死亡0;受傷1	自用-小客車;普通重型-機車	120.3549	22.72834
110年02月03日	高雄市三民區博愛一路 / 高雄市三民區十全一路	死亡0;受傷1	計程車-小客車;普通重型-機車	120.303151	22.645468
110年02月03日	高雄市鳳山區南華路 / 高雄市鳳山區華興街	死亡0;受傷2	行人-人;普通重型-機車	120.337362	22.603546
110年02月03日	高雄市路竹區建國路 / 高雄市路竹區國昌路	死亡0;受傷1	普通重型-機車;自用-小貨車(含客、貨兩用)	120.253603	22.860223
110年02月03日	高雄市鼓山區中華一路 / 高雄市鼓山區美術館路	死亡0;受傷1	自用-小客車;普通重型-機車	120.30152	22.62716
110年02月03日	高雄市楠梓區軍校路 / 高雄市楠梓區和光街	死亡0;受傷1	普通重型-機車;普通重型-機車	120.292844	22.706618
110年02月03日	高雄市大寮區光明路1段99號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車	120.413711	22.561819
110年02月03日	高雄市前鎮區凱旋四路 / 高雄市前鎮區前鎮一巷	死亡0;受傷2	普通重型-機車;普通重型-機車	120.306554	22.592036
110年02月03日	高雄市路竹區國昌路318號前0.0公尺前	死亡0;受傷2	普通重型-機車;電動自行車-慢車;乘客-人	120.252964	22.856978
110年02月03日	高雄市燕巢區大成路深水176電線號前0.0公尺	死亡0;受傷1	普通重型-機車;自用-曳引車	120.383192	22.771594
110年02月03日	高雄市三民區中華三路 / 高雄市三民區建國三路	死亡0;受傷1	普通輕型-機車;普通重型-機車	120.293009	22.636892
110年02月03日	高雄市仁武區水管路文武0862燈桿號前0.0公尺	死亡0;受傷1	自用-小客車;腳踏自行車-慢車	120.354644	22.705
110年02月03日	高雄市仁武區仁心路79之1號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車	120.360249	22.683903
110年02月03日	高雄市三民區大福街40巷73號前0.0公尺	死亡0;受傷1	普通重型-機車;自用-小客車	120.328167	22.658526
110年02月03日	高雄市橋頭區成功北路前0.0公尺	死亡0;受傷1	普通重型-機車;普通重型-機車	120.305721	22.766945
110年02月03日	高雄市永安區興達路興達高幹114號前0.0公尺	死亡0;受傷1	自用-小客車;普通重型-機車	120.20055	22.858936
110年02月03日	高雄市岡山區岡山北路 / 高雄市岡山區本洲路	死亡0;受傷1	營業用-大貨車;普通重型-機車	120.275841	22.815176
110年02月03日	高雄市鼓山區博愛二路 / 高雄市鼓山區至聖路	死亡0;受傷4	普通重型-機車;普通重型-機車;普通重型-機車;乘客-人	120.30152	22.62716
110年02月03日	高雄市大寮區鳳林一路 / 高雄市大寮區鳳林一路	死亡0;受傷1	普通重型-機車;自用-小客車	120.404639	22.542345
110年02月03日	高雄市仁武區高楠公路前0.0公尺	死亡0;受傷1	普通重型-機車	120.323556	22.70117
110年02月03日	高雄市林園區沿海路2段 / 高雄市林園區鳳林路1段	死亡0;受傷1	普通重型-機車;自用-小客車	120.348787	22.524671
110年02月03日	高雄市苓雅區興中一路32號前0.0公尺	死亡0;受傷1	自用-小貨車(含客、貨兩用);普通重型-機車	120.315878	22.619571
110年02月03日	高雄市鳳山區南江街25巷前0.0公尺	死亡0;受傷2	腳踏自行車-慢車;普通重型-機車	120.336674	22.60033
110年02月03日	高雄市前鎮區成功二路 / 高雄市前鎮區時代大道	死亡0;受傷1	普通重型-機車;其他車-其他車	120.304982	22.595383
110年02月03日	高雄市左營區勝利路 / 高雄市左營區蓮潭路	死亡0;受傷1	計程車-小客車;腳踏自行車-慢車	120.2961	22.67419
110年02月03日	高雄市鳳山區文龍東路 / 高雄市鳳山區文湖街	死亡0;受傷1	自用-小客車;電動自行車-慢車	120.352885	22.64291
110年02月03日	高雄市阿蓮區復安215號前0.0公尺	死亡0;受傷1	自用-小客車	120.3396	22.85006
110年02月03日	高雄市三民區建國三路327號前0.0公尺	死亡0;受傷1	自用-小客車;普通重型-機車	120.2941	22.63721
110年02月03日	高雄市鳳山區合作街 / 高雄市鳳山區合作街	死亡0;受傷1	普通重型-機車;普通重型-機車	120.361943	22.629108
110年02月03日	高雄市左營區忠言路 / 高雄市左營區博愛二路	死亡0;受傷1	自用-小客車;普通重型-機車	120.30299	22.658303
110年02月03日	高雄市三民區天祥一路 / 高雄市三民區鼎強街	死亡0;受傷1	自用-小貨車(含客、貨兩用);普通重型-機車	120.321136	22.667216
110年02月03日	高雄市三民區大順二路 / 高雄市三民區九如一路	死亡0;受傷1	普通重型-機車;普通重型-機車	120.30152	22.62716
110年02月03日	高雄市前金區五福三路 / 高雄市前金區成功一路	死亡0;受傷1	普通重型-機車;自用-小客車	120.295008	22.621158
110年02月03日	高雄市鳥松區美庄路17巷100-1號前0.0公尺	死亡0;受傷1	自用-小客車;普通重型-機車	120.3978	22.645341
110年02月03日	高雄市三民區新民路 / 高雄市三民區無名路	死亡0;受傷1	租賃車-小客車;行人-人	120.320996	22.65306
110年02月03日	高雄市大社區大社路1-19號前0.0公尺	死亡0;受傷1	腳踏自行車-慢車	120.3441	22.73274
110年02月03日	高雄市三民區十全一路 / 高雄市三民區松江街	死亡0;受傷2	普通重型-機車;普通重型-機車	120.304064	22.645393
110年02月03日	高雄市仁武區仁雄路81之5號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車	120.347475	22.677958
110年02月03日	高雄市新興區新田路 / 高雄市新興區忠孝一路	死亡0;受傷2	自用-小客車;普通重型-機車;腳踏自行車-慢車	120.306794	22.623295
110年02月03日	高雄市鳳山區五甲一路前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車	120.346855	22.606785
110年02月03日	高雄市苓雅區中正二路 / 高雄市苓雅區尚義街	死亡0;受傷1	自用-小客車;普通重型-機車	120.315237	22.630391
110年02月03日	高雄市楠梓區加昌路 / 高雄市楠梓區瑞屏路	死亡0;受傷1	自用-小客車;普通重型-機車	120.312582	22.720899
110年02月03日	高雄市三民區建工路 / 高雄市三民區應昇路	死亡0;受傷1	自用-小客車;普通重型-機車	120.316918	22.64801
110年02月03日	高雄市三民區中華二路 / 高雄市三民區德北街	死亡0;受傷2	普通輕型-機車;普通重型-機車	120.292112	22.639673
110年02月03日	高雄市旗山區旗南三路 / 高雄市旗山區無名路	死亡0;受傷1	自用-小客車;自用-小客車	120.4627	22.83014
110年02月03日	高雄市三民區建工路 / 高雄市三民區灣中街	死亡0;受傷2	普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人	120.319116	22.649196
110年02月03日	高雄市仁武區鳳仁路 / 高雄市仁武區鳳仁路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.353775	22.684394
110年02月03日	高雄市岡山區前峰路 / 高雄市岡山區前峰路	死亡0;受傷1	普通重型-機車;普通重型-機車	120.281458	22.801029
110年02月03日	高雄市橋頭區五林路 / 高雄市橋頭區芋寮路	死亡0;受傷1	普通重型-機車;普通重型-機車	120.294301	22.757704
110年02月03日	高雄市燕巢區角宿路23-5號前0.0公尺	死亡0;受傷1	自用-小客車;普通重型-機車	120.359518	22.768613
110年02月03日	高雄市仁武區水管路 / 高雄市仁武區仁和街	死亡0;受傷2	普通重型-機車;普通重型-機車	120.347525	22.705579
110年02月03日	高雄市三民區博愛一路372號前0.0公尺前	死亡0;受傷1	普通重型-機車	120.303973	22.650984
110年02月03日	高雄市林園區北汕二路中汕323燈桿號前0.0公尺前	死亡0;受傷1	普通重型-機車	120.405781	22.483272
110年02月03日	高雄市左營區翠華路前0.0公尺	死亡0;受傷1	普通重型-機車	120.3018	22.68344
110年02月03日	高雄市大社區三民路 / 高雄市大社區翠屏路	死亡0;受傷1	自用-小客車;普通重型-機車;自用-小客車	120.348228	22.728063
110年02月03日	高雄市三民區民族一路 / 高雄市三民區大港街	死亡0;受傷1	普通重型-機車;普通重型-機車	120.313659	22.638257
110年02月03日	高雄市林園區鳳芸二路95巷31號前0.0公尺前	死亡0;受傷2	普通重型-機車;普通重型-機車	120.398661	22.488298
110年02月03日	高雄市梓官區和平路 / 高雄市梓官區和平路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.262688	22.76025
110年02月03日	高雄市前鎮區草衙二路463號前0.0公尺	死亡0;受傷2	普通輕型-機車;普通重型-機車	120.322746	22.580098
110年02月03日	高雄市三民區覺民路 / 高雄市三民區覺民路	死亡0;受傷1	自用-小客車;普通輕型-機車	120.338978	22.639643
110年02月03日	高雄市三民區大順二路530號前0.0公尺	死亡0;受傷1	普通重型-機車;普通重型-機車	120.33039	22.651645
110年02月03日	高雄市鳥松區澄清路 / 高雄市鳥松區本館路	死亡0;受傷1	普通重型-機車;普通重型-機車	120.347168	22.647447
110年02月03日	高雄市鳳山區文衡路 / 高雄市鳳山區文化路	死亡0;受傷1	計程車-小客車;普通重型-機車;普通重型-機車	120.357983	22.63339
110年02月03日	高雄市左營區新莊一路 / 高雄市左營區新榮街	死亡0;受傷2	自用-小客車;普通重型-機車;乘客-人	120.302325	22.670758
110年02月03日	高雄市鳳山區新富路333號前0.0公尺	死亡0;受傷2	普通輕型-機車;普通重型-機車;普通重型-機車	120.344711	22.613182
110年02月03日	高雄市小港區桂陽路 / 高雄市小港區德仁路	死亡0;受傷1	普通重型-機車;自用-小客車	120.349518	22.582061
110年02月03日	高雄市三民區中華二路 / 高雄市三民區同盟二路	死亡0;受傷1	自用-小客車;普通重型-機車	120.292096	22.64924
110年02月03日	高雄市鹽埕區七賢三路35號前0.0公尺	死亡0;受傷1	自用-小客車;電動自行車-慢車	120.280373	22.623343
110年02月03日	高雄市鳳山區維新路122號前0.0公尺	死亡0;受傷1	普通重型-機車;普通重型-機車	120.361069	22.624532
110年02月03日	高雄市三民區九如一路291號前0.0公尺	死亡0;受傷4	營業用-小貨車(含客、貨兩用);自用-小客車;乘客-人;乘客-人;乘客-人	120.30152	22.62716
110年02月03日	高雄市林園區東林西路478號前0.0公尺前	死亡0;受傷1	普通重型-機車;普通重型-機車	120.383776	22.503831
110年02月03日	高雄市六龜區寶來里台20省道78.1號前0.0公尺	死亡0;受傷1	自用-小貨車(含客、貨兩用);普通重型-機車;其他人-人	120.700898	23.108845
110年02月03日	高雄市新興區復興一路28號前0.0公尺	死亡0;受傷1	自用-小客車;普通重型-機車	120.308028	22.629381
110年02月03日	高雄市楠梓區大學十街 / 高雄市楠梓區大學十一街	死亡0;受傷2	普通重型-機車;普通重型-機車	120.287492	22.726037
110年02月03日	高雄市鳳山區林森路233號前0.0公尺	死亡0;受傷1	民營客運-大客車;普通重型-機車	120.335175	22.595154
110年02月03日	高雄市仁武區成功路 / 高雄市仁武區成功路	死亡0;受傷2	自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人	120.361323	22.672196
110年02月03日	高雄市橋頭區成功北路 / 高雄市橋頭區鐵道北路	死亡0;受傷1	自用-小貨車(含客、貨兩用);普通重型-機車	120.305808	22.766918
110年02月03日	高雄市鼓山區河邊街 / 高雄市鼓山區河西一路	死亡0;受傷2	大型重型2(250-550C.C.)-機車;普通重型-機車	120.283938	22.638858
110年02月03日	高雄市湖內區中山路1段 / 高雄市湖內區天祐路	死亡0;受傷1	自用-小客車;普通重型-機車	120.252151	22.878039
