發生時間	發生地點	死亡受傷人數	車種	經度	緯度
110年02月01日	高雄市左營區左營大路527號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車;乘客-人	120.296706	22.690786
110年02月01日	高雄市岡山區文化一街 / 高雄市岡山區文化街	死亡0;受傷1	自用-小客車;普通重型-機車	120.298093	22.787826
110年02月01日	高雄市小港區松富街山明202路燈號前0.0公尺	死亡0;受傷1	自用-小客車;自用-小客車	120.376169	22.560348
110年02月01日	高雄市大寮區鳳林二路 / 高雄市大寮區光華路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.407287	22.581288
110年02月01日	高雄市鼓山區華榮路 / 高雄市鼓山區昌盛路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.30152	22.62716
110年02月01日	高雄市燕巢區中北路 / 高雄市燕巢區中興北路	死亡0;受傷2	普通重型-機車;腳踏自行車-慢車	120.361067	22.796469
110年02月01日	高雄市三民區陽明路 / 高雄市三民區陽明路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.341132	22.638081
110年02月01日	高雄市仁武區鳳仁路前 / 高雄市仁武區鳳仁路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.361948	22.672791
110年02月01日	高雄市左營區立文路 / 高雄市左營區博愛三路	死亡0;受傷1	自用-小客車;普通重型-機車	120.307666	22.677221
110年02月01日	高雄市楠梓區村清豐路 / 高雄市楠梓區楠梓路	死亡0;受傷2	普通重型-機車;乘客-人	120.324835	22.737196
110年02月01日	高雄市楠梓區援中路 / 高雄市楠梓區藍田路	死亡0;受傷1	自用-小客車;普通重型-機車;自用-小貨車(含客、貨兩用);自用-小客車	120.293722	22.726875
110年02月01日	高雄市左營區博愛四路312號前0.0公尺	死亡0;受傷2	普通重型-機車;行人-人	120.316195	22.686475
110年02月01日	高雄市三民區明誠一路667號前0.0公尺	死亡0;受傷2	自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人;普通重型-機車;普通重型-機車	120.316955	22.659642
110年02月01日	高雄市湖內區中正路2段95號前0.0公尺	死亡0;受傷1	普通重型-機車;自用-小客車	120.210881	22.908365
110年02月01日	高雄市前鎮區草衙二路前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車	120.328357	22.57211
110年02月01日	高雄市岡山區民有路68號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車	120.296398	22.79214
110年02月01日	高雄市大寮區中正路 / 高雄市大寮區中正路	死亡0;受傷1	普通重型-機車;自用-小客車	120.389599	22.618336
110年02月01日	高雄市鳥松區村松藝路鳥松0024燈桿號前0.0公尺	死亡0;受傷1	普通重型-機車	120.342297	22.666539
110年02月01日	高雄市前鎮區漁港東一路1-1號前0.0公尺	死亡0;受傷1	普通重型-機車;自用-小客車;自用-小客車	120.316428	22.573395
110年02月01日	高雄市美濃區上興街 / 高雄市美濃區上興街	死亡0;受傷3	自用-小客車;普通重型-機車;乘客-人	120.5322	22.87625
110年02月01日	高雄市鳳山區光遠路前0.0公尺	死亡0;受傷2	普通輕型-機車;乘客-人	120.355631	22.626094
110年02月01日	高雄市新興區中正二路 / 高雄市新興區尚義街	死亡0;受傷1	普通重型-機車;普通重型-機車	120.315237	22.630391
110年02月01日	高雄市左營區華夏路692號前0.0公尺	死亡0;受傷1	自用-小客車;普通重型-機車	120.301908	22.677461
110年02月01日	高雄市前鎮區瑞隆路475號前0.0公尺前	死亡0;受傷2	行人-人;普通重型-機車	120.3284	22.6053
110年02月01日	高雄市大寮區188縣道 / 高雄市大寮區華中路	死亡0;受傷1	普通重型-機車;營業用-大貨車	120.428841	22.591888
110年02月01日	高雄市路竹區莊敬街 / 高雄市路竹區莊敬街	死亡0;受傷4	普通重型-機車;普通重型-機車;乘客-人;乘客-人	120.263427	22.863196
110年02月01日	高雄市鳳山區國道1號 370公里100.0公尺處北側向內側	死亡0;受傷1	自用-小貨車(含客、貨兩用);自用-小客車;自用-大貨車	120.336866	22.618118
110年02月01日	高雄市楠梓區村德民路71號前0.0公尺前	死亡0;受傷1	普通重型-機車	120.318089	22.732222
110年02月01日	高雄市大社區三民路222號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車	120.348534	22.726514
110年02月01日	高雄市大寮區光明路2段810號前0.0公尺	死亡0;受傷1	自用-小客車;普通重型-機車	120.417797	22.600955
110年02月01日	高雄市大社區三民路 / 高雄市大社區中仁路	死亡0;受傷1	普通重型-機車;普通重型-機車	120.350957	22.718432
110年02月01日	高雄市橋頭區村甲昌路101號前0.0公尺	死亡0;受傷1	自用-小客車;普通重型-機車	120.294699	22.740069
110年02月01日	高雄市左營區新莊一路前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車	120.298141	22.6727
110年02月01日	高雄市鳳山區信義街 / 高雄市鳳山區信義街	死亡0;受傷1	普通重型-機車;普通重型-機車	120.354623	22.627271
110年02月01日	高雄市鼓山區鼓山一路 / 高雄市鼓山區五福四路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.30152	22.62716
110年02月01日	高雄市左營區左營大路 / 高雄市左營區左營大路	死亡0;受傷2	電動自行車-慢車;普通重型-機車	120.289403	22.684481
110年02月01日	高雄市岡山區後興北路 / 高雄市岡山區岡燕路	死亡0;受傷1	普通重型-機車;自用-小貨車(含客、貨兩用)	120.298303	22.792548
110年02月01日	高雄市苓雅區中華四路 / 高雄市苓雅區四維四路	死亡0;受傷2	自用-小客車;普通重型-機車;乘客-人	120.3011	22.61578
110年02月01日	高雄市大社區三民路 / 高雄市大社區中仁路	死亡0;受傷1	自用-小貨車(含客、貨兩用);普通重型-機車	120.350957	22.718432
110年02月01日	高雄市岡山區仁義路40號前0.0公尺	死亡0;受傷2	行人-人;普通重型-機車	120.295166	22.786797
110年02月01日	高雄市鳳山區五權路54號前0.0公尺	死亡0;受傷1	普通重型-機車;計程車-小客車	120.353935	22.627538
110年02月01日	高雄市旗山區樹人路 / 高雄市旗山區崙北巷	死亡0;受傷1	自用-大貨車;普通重型-機車	120.503204	22.888306
110年02月01日	高雄市前金區成功一路557號前0.0公尺	死亡0;受傷3	普通重型-機車;普通重型-機車;乘客-人	120.290209	22.633201
110年02月01日	高雄市左營區新庄仔路 / 高雄市左營區新下街	死亡0;受傷2	普通重型-機車;普通重型-機車	120.306895	22.66798
110年02月01日	高雄市仁武區鳳仁路仁武0168路燈號前0.0公尺前	死亡0;受傷2	普通重型-機車;普通重型-機車	120.343572	22.704195
110年02月01日	高雄市路竹區大社路 / 高雄市路竹區一甲路	死亡0;受傷1	普通重型-機車;自用-小客車	120.2688	22.86801
110年02月01日	高雄市三民區鼎中路 / 高雄市三民區鼎中路	死亡0;受傷1	自用-小客車;行人-人	120.321095	22.67204
110年02月01日	高雄市鳳山區文鳳路31號前0.0公尺	死亡0;受傷1	自用-小客車;普通重型-機車	120.349522	22.642375
110年02月01日	高雄市林園區沿海路4段 / 高雄市林園區沿海路4段	死亡0;受傷2	自用-小客車;遊覽車-大客車;乘客-人	120.377271	22.504197
110年02月01日	高雄市大社區中華路 / 高雄市大社區成功一巷	死亡0;受傷2	普通重型-機車;普通輕型-機車;自用-小客車	120.355179	22.727013
110年02月01日	高雄市左營區左營大路 / 高雄市左營區埤子頭街	死亡0;受傷1	普通重型-機車;普通重型-機車	120.288725	22.683083
110年02月01日	高雄市三民區同盟三路 / 高雄市三民區中華橫路	死亡0;受傷1	自用-小客車;腳踏自行車-慢車	120.283931	22.641098
110年02月01日	高雄市大寮區台88快速公路7.5公里號前0.0公尺	死亡0;受傷1	自用-小客車;自用-小客車;乘客-人	120.401789	22.586835
110年02月01日	高雄市岡山區大義二路274號前0.0公尺	死亡0;受傷1	自用-小客車;普通重型-機車	120.285196	22.787894
110年02月01日	高雄市苓雅區三多二路前0.0公尺	死亡0;受傷1	普通重型-機車;自用-小貨車(含客、貨兩用)	120.315889	22.617722
110年02月01日	高雄市鳥松區美山路15號前0.0公尺前	死亡0;受傷1	自用-小貨車(含客、貨兩用);普通重型-機車	120.3619	22.6255
110年02月01日	高雄市仁武區高楠公路23號前0.0公尺前	死亡0;受傷2	普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車	120.321419	22.69186
110年02月01日	高雄市鼓山區美術南二路 / 高雄市鼓山區青海路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.2846	22.65124
110年02月01日	高雄市大寮區188縣道 / 高雄市大寮區大寮路	死亡0;受傷2	普通重型-機車;腳踏自行車-慢車	120.422997	22.591806
110年02月01日	高雄市岡山區岡燕路 / 高雄市岡山區維新東街	死亡0;受傷2	普通重型-機車;普通重型-機車	120.297171	22.793542
110年02月01日	高雄市鳥松區村球場路73之11號前0.0公尺	死亡0;受傷1	營業用-大貨車;普通重型-機車;普通重型-機車	120.338054	22.656685
110年02月01日	高雄市苓雅區五福三路前0.0公尺	死亡0;受傷2	普通重型-機車;電動自行車-慢車	120.290731	22.620645
110年02月01日	高雄市鹽埕區興華街 / 高雄市鹽埕區新興街	死亡0;受傷1	普通重型-機車;普通重型-機車	120.283906	22.630741
110年02月01日	高雄市大樹區溪埔路 / 高雄市大樹區溪埔路	死亡0;受傷1	自用-小客車;腳踏自行車-慢車	120.446406	22.730718
110年02月01日	高雄市前鎮區一心一路 / 高雄市前鎮區凱旋四路	死亡0;受傷3	普通重型-機車;自用-小客車;普通重型-機車;乘客-人	120.3245	22.60491
110年02月01日	高雄市小港區孔鳳路287號前0.0公尺	死亡0;受傷1	普通重型-機車;普通重型-機車	120.362763	22.581311
110年02月01日	高雄市苓雅區建國一路前 / 高雄市苓雅區建國一路	死亡0;受傷1	自用-小客車;普通重型-機車	120.339325	22.629394
110年02月01日	高雄市橋頭區球場路.號前0.0公尺	死亡0;受傷2	普通重型-機車;乘客-人	120.322736	22.744525
110年02月01日	高雄市仁武區京富路 / 高雄市仁武區京富路	死亡0;受傷2	普通重型-機車;行人-人;乘客-人	120.339261	22.681227
110年02月01日	高雄市橋頭區成功北路前0.0公尺	死亡0;受傷1	自用-小客車;普通重型-機車	120.307604	22.763648
110年02月01日	高雄市路竹區大公路361號前0.0公尺	死亡0;受傷1	自用-小客車;普通重型-機車	120.2302	22.84849
110年02月01日	高雄市鳳山區南正二路 / 高雄市鳳山區南榮路	死亡0;受傷2	普通重型-機車;普通重型-機車;普通重型-機車	120.333701	22.599748
110年02月01日	高雄市三民區國道1號 366公里600.0公尺處北側向交流道	死亡0;受傷1	租賃車-小客車;租賃車-小客車;自用-小客車;自用-小貨車(含客、貨兩用)	120.333205	22.656458
110年02月01日	高雄市三民區鼎山街205號前0.0公尺前	死亡0;受傷2	普通重型-機車;普通重型-機車;普通重型-機車	120.322249	22.660698
110年02月01日	高雄市鼓山區明誠三路656號前0.0公尺	死亡0;受傷1	普通重型-機車;民營公車-大客車;自用-小客車	120.295624	22.661295
110年02月01日	高雄市前金區中正四路213號前0.0公尺	死亡0;受傷2	普通重型-機車;行人-人	120.2931	22.62848
110年02月01日	高雄市鼓山區河邊街 / 高雄市鼓山區河邊街	死亡0;受傷2	自用-小客車;普通重型-機車;乘客-人	120.2835	22.63899
110年02月01日	高雄市鳳山區三民路248號前0.0公尺前	死亡0;受傷1	普通重型-機車	120.358727	22.62469
110年02月01日	高雄市左營區民族一路前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車;乘客-人	120.319229	22.680388
110年02月01日	高雄市左營區左營大路311號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車	120.292093	22.686794
110年02月01日	高雄市左營區城峰路 / 高雄市左營區城峰路	死亡0;受傷1	普通重型-機車;自用-小客車	120.287009	22.672294
110年02月01日	高雄市林園區田厝路 / 高雄市林園區東林西路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.3884	22.503494
110年02月01日	高雄市岡山區前峰路90之2號前0.0公尺前	死亡0;受傷1	普通重型-機車;計程車-小客車	120.287756	22.795491
110年02月01日	高雄市三民區褒揚街 / 高雄市三民區褒揚街	死亡0;受傷1	自用-小客車;普通重型-機車	120.339333	22.641305
110年02月01日	高雄市永安區維新路 / 高雄市永安區維新路光明十巷段	死亡0;受傷1	普通重型-機車	120.24574	22.808272
110年02月01日	高雄市小港區新豐街 / 高雄市小港區學成二街	死亡0;受傷3	普通重型-機車;普通重型-機車;乘客-人	120.361714	22.566991
110年02月01日	高雄市楠梓區後昌路219號前0.0公尺	死亡0;受傷2	普通重型-機車;自用-小客車;乘客-人	120.309979	22.716337
110年02月02日	高雄市路竹區國道1號 342公里南側向交流道	死亡0;受傷1	自用-大貨車	120.286093	22.864926
110年02月02日	高雄市三民區鼎山街 / 高雄市三民區鼎山街	死亡0;受傷1	自用-小貨車(含客、貨兩用);普通重型-機車	120.315828	22.649274
110年02月02日	高雄市鳳山區自強二路114號前0.0公尺前	死亡0;受傷1	普通重型-機車	120.327318	22.596309
110年02月02日	高雄市鳳山區建國路1段前0.0公尺	死亡0;受傷1	普通重型-機車;普通重型-機車	120.37426	22.635484
110年02月02日	高雄市橋頭區成功北路15號前0.0公尺	死亡0;受傷1	普通重型-機車;自用-小貨車(含客、貨兩用)	120.308287	22.762501
110年02月02日	高雄市三民區九如一路245號前0.0公尺前	死亡0;受傷1	自用-小客車;普通重型-機車	120.33587	22.637685
110年02月02日	高雄市大寮區林厝路 / 高雄市大寮區永芳路	死亡0;受傷1	自用-小客車;普通重型-機車	120.408379	22.616069
110年02月02日	高雄市岡山區嘉峰路 / 高雄市岡山區嘉峰路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.311936	22.827783
110年02月02日	高雄市三民區澄清路 / 高雄市三民區褒揚東街	死亡0;受傷3	普通重型-機車;普通重型-機車;乘客-人	120.345447	22.640252
110年02月02日	高雄市楠梓區德民路 / 高雄市楠梓區德惠路	死亡0;受傷1	普通重型-機車;自用-小客車	120.302941	22.725327
110年02月02日	高雄市大寮區鳳屏一路454號前0.0公尺前	死亡0;受傷2	腳踏自行車-慢車;普通重型-機車	120.392629	22.636146
110年02月02日	高雄市仁武區仁林路 / 高雄市仁武區仁林路	死亡0;受傷1	自用-小客車;普通重型-機車	120.355175	22.703346
110年02月02日	高雄市仁武區澄觀路1段152巷.號前0.0公尺前	死亡0;受傷1	普通重型-機車	120.356863	22.68804
110年02月02日	高雄市岡山區本工西路本洲564燈桿號前0.0公尺	死亡0;受傷1	自用-小客車;電動自行車-慢車	120.267102	22.816877
110年02月02日	高雄市鳳山區鳳松路 / 高雄市鳳山區鳳誠路	死亡0;受傷1	普通重型-機車	120.3653	22.64547
110年02月02日	高雄市岡山區台上一路前0.0公尺	死亡0;受傷1	普通重型-機車;自用-小客車	120.298713	22.803707
110年02月02日	高雄市岡山區大莊路77號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車	120.322403	22.806655
110年02月02日	高雄市大寮區華中南路 / 高雄市大寮區公園街	死亡0;受傷2	普通重型-機車;普通重型-機車	120.428569	22.561594
110年02月02日	高雄市楠梓區左楠路宏榮013燈桿號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車;自用-小貨車(含客、貨兩用)	120.303424	22.713943
110年02月02日	高雄市梓官區大舍北路13號前0.0公尺	死亡0;受傷1	自用-小客車;自用-大貨車	120.2614	22.7481
110年02月02日	高雄市鳳山區青年路1段 / 高雄市鳳山區自治街	死亡0;受傷1	普通重型-機車;普通重型-機車	120.3504	22.62387
110年02月02日	高雄市左營區孟子路 / 高雄市左營區自由三路	死亡0;受傷1	自用-小客車;普通重型-機車	120.31197	22.673885
110年02月02日	高雄市鳳山區林森路.號前0.0公尺	死亡0;受傷1	普通重型-機車	120.332549	22.593194
110年02月02日	高雄市鳳山區自強一路93號前0.0公尺	死亡0;受傷2	普通重型-機車;乘客-人	120.32928	22.590325
110年02月02日	高雄市三民區國道1號 364公里北側向輔助	死亡0;受傷1	自用-大貨車;自用-小客車;自用-小貨車(含客、貨兩用)	120.333205	22.656458
110年02月02日	高雄市鳥松區中正路 / 高雄市鳥松區水管路	死亡0;受傷1	普通重型-機車;自用-小客車	120.366041	22.665796
110年02月02日	高雄市鹽埕區大仁路 / 高雄市鹽埕區光榮街	死亡0;受傷1	普通重型-機車;普通重型-機車	120.286201	22.624735
110年02月02日	高雄市林園區石化二路五福026燈桿號前0.0公尺	死亡0;受傷1	自用-小客車;電動自行車-慢車	120.408709	22.498286
110年02月02日	高雄市大寮區萬丹路337號前0.0公尺前	死亡0;受傷1	自用-小貨車(含客、貨兩用);普通重型-機車	120.399709	22.613353
110年02月02日	高雄市左營區曾子路 / 高雄市左營區曾子路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.308635	22.678311
110年02月02日	高雄市鳳山區善士街 / 高雄市鳳山區保泰路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.3355	22.60337
110年02月02日	高雄市大寮區鳳屏二路127號前0.0公尺	死亡0;受傷2	自用-小貨車(含客、貨兩用);自用-小客車;自用-小客車;乘客-人;乘客-人	120.409798	22.641281
110年02月02日	高雄市三民區民族一路 / 高雄市三民區建國二路	死亡0;受傷1	自用-小客車;普通重型-機車	120.3135	22.63753
110年02月02日	高雄市苓雅區自強三路 / 高雄市苓雅區自強三路	死亡0;受傷1	普通重型-機車;自用-小貨車(含客、貨兩用)	120.299648	22.614065
110年02月02日	高雄市左營區新庄仔路 / 高雄市左營區新庄仔路	死亡0;受傷1	普通重型-機車;普通重型-機車	120.308808	22.668821
110年02月02日	高雄市岡山區友情路友情幹4號前0.0公尺	死亡0;受傷1	普通重型-機車;自用-小貨車(含客、貨兩用)	120.313649	22.782117
110年02月02日	高雄市前鎮區明道路 / 高雄市前鎮區明道一街	死亡0;受傷2	普通重型-機車;普通重型-機車	120.326061	22.58058
110年02月02日	高雄市新興區文橫一路17號前0.0公尺前	死亡0;受傷1	自用-小客車;普通重型-機車;普通重型-機車	120.303014	22.624737
110年02月02日	高雄市三民區金鼎路154號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車	120.325901	22.664038
110年02月02日	高雄市鳥松區神農路811號前0.0公尺	死亡0;受傷2	普通重型-機車;大型重型1(550C.C.以上)-機車	120.398008	22.647467
110年02月02日	高雄市岡山區成功路 / 高雄市岡山區成功路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.295243	22.801089
110年02月02日	高雄市茄萣區建成街 / 高雄市茄萣區建業街	死亡0;受傷1	普通重型-機車;自用-小客車	120.1908	22.87465
110年02月02日	高雄市前鎮區鎮中路 / 高雄市前鎮區樹人路	死亡0;受傷1	其他特種車-特種車;普通重型-機車	120.320775	22.58747
110年02月02日	高雄市大寮區光明路3段452號前0.0公尺	死亡0;受傷1	自用-小貨車(含客、貨兩用);普通輕型-機車	120.412246	22.621227
110年02月02日	高雄市左營區民族一路 / 高雄市左營區榮總路	死亡0;受傷1	自用-小客車;大型重型2(250-550C.C.)-機車	120.320963	22.687829
110年02月02日	高雄市左營區重愛路222號前0.0公尺	死亡0;受傷1	普通重型-機車;自用-小客車	120.3156	22.685706
110年02月02日	高雄市鳳山區南榮路32-1號前0.0公尺	死亡0;受傷1	腳踏自行車-慢車	120.333602	22.599578
110年02月02日	高雄市鼓山區華榮路 / 高雄市鼓山區文忠路	死亡0;受傷1	自用-小客車;普通重型-機車	120.297032	22.665143
110年02月02日	高雄市鳳山區瑞隆東路149號前0.0公尺	死亡0;受傷1	自用-小客車;普通重型-機車	120.340613	22.606035
110年02月02日	高雄市仁武區新生路 / 高雄市仁武區慈英街	死亡0;受傷1	自用-小貨車(含客、貨兩用);普通重型-機車	120.361298	22.669913
110年02月02日	高雄市茄萣區忠孝街大定045電桿號前0.0公尺	死亡0;受傷1	普通重型-機車;自用-小客車	120.185666	22.893195
110年02月02日	高雄市鼓山區大順一路 / 高雄市鼓山區新順路	死亡0;受傷1	普通輕型-機車;普通重型-機車	120.3055	22.65615
110年02月02日	高雄市仁武區成功路139號前0.0公尺	死亡0;受傷1	普通重型-機車	120.360628	22.676834
110年02月02日	高雄市鳥松區本館路 / 高雄市鳥松區汾陽路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.340221	22.652328
110年02月02日	高雄市苓雅區武慶三路124號前0.0公尺	死亡0;受傷1	自用-小客車;普通重型-機車	120.331847	22.621022
110年02月02日	高雄市三民區中庸街 / 高雄市三民區無名路	死亡0;受傷3	普通重型-機車;普通重型-機車;乘客-人	120.28767	22.639972
110年02月02日	高雄市楠梓區惠豐街 / 高雄市楠梓區德民路	死亡0;受傷1	自用-小客車;普通重型-機車	120.316006	22.730562
110年02月02日	高雄市新興區中山一路 / 高雄市新興區民生一路	死亡0;受傷1	自用-小客車;普通重型-機車	120.301495	22.627469
110年02月02日	高雄市三民區建國三路38號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車	120.3007	22.63806
110年02月02日	高雄市大社區中山路119號前0.0公尺前	死亡0;受傷1	普通重型-機車;普通重型-機車;普通重型-機車	120.345391	22.73225
110年02月02日	高雄市前鎮區德昌街 / 高雄市前鎮區德昌街	死亡0;受傷2	普通重型-機車;普通重型-機車	120.318658	22.580503
110年02月02日	高雄市林園區中門路 / 高雄市林園區中門路	死亡0;受傷1	自用-小貨車(含客、貨兩用);普通重型-機車	120.371303	22.505287
110年02月02日	高雄市前鎮區興旺路426號前0.0公尺	死亡0;受傷1	自用-小貨車(含客、貨兩用);普通重型-機車	120.310162	22.587116
110年02月02日	高雄市鳳山區經武路 / 高雄市鳳山區鳳明街	死亡0;受傷4	普通重型-機車;普通重型-機車;乘客-人;乘客-人	120.362108	22.626411
110年02月02日	高雄市岡山區介壽東路 / 高雄市岡山區岡燕路	死亡0;受傷1	自用-小客車;普通重型-機車	120.315038	22.786568
110年02月02日	高雄市新興區五福二路 / 高雄市新興區文橫二路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.303343	22.623803
110年02月02日	高雄市鼓山區明誠三路465號前0.0公尺	死亡0;受傷1	普通重型-機車;自用-小貨車(含客、貨兩用)	120.3011	22.66125
110年02月02日	高雄市仁武區仁林路 / 高雄市仁武區新庄巷	死亡0;受傷1	自用-小客車;普通重型-機車	120.37251	22.697792
110年02月02日	高雄市梓官區赤崁北路650號前0.0公尺	死亡0;受傷1	普通重型-機車;營業用-大貨車	120.246647	22.7505
110年02月02日	高雄市鹽埕區中正四路府北025燈桿號前0.0公尺	死亡0;受傷1	普通重型-機車;自用-小客車	120.288443	22.626839
110年02月02日	高雄市鼓山區美術館路 / 高雄市鼓山區美術東八街	死亡0;受傷2	自用-小客車;普通重型-機車;自用-小客車;乘客-人	120.30152	22.62716
110年02月02日	高雄市鼓山區翠華路 / 高雄市鼓山區吳鳳路	死亡0;受傷1	普通重型-機車;自用-小客車	120.281635	22.660028
110年02月02日	高雄市前鎮區佛道路 / 高雄市前鎮區天倫街	死亡0;受傷1	普通重型-機車;普通重型-機車	120.32165	22.574125
110年02月02日	高雄市左營區文自路355號前0.0公尺	死亡0;受傷2	自用-小客車;普通重型-機車	120.3091	22.6758
110年02月02日	高雄市鳳山區光遠路41號前0.0公尺前	死亡0;受傷2	普通重型-機車;普通重型-機車	120.3668	22.6235
110年02月02日	高雄市大寮區萬丹路662號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車	120.404925	22.613863
110年02月02日	高雄市左營區自由二路158號前0.0公尺	死亡0;受傷1	自用-小客車;普通重型-機車	120.3084	22.66259
110年02月02日	高雄市前鎮區新生路中油儲運場號前0.0公尺	死亡0;受傷1	普通重型-機車	120.308	22.58619
110年02月02日	高雄市左營區中華陸橋.號前0.0公尺	死亡0;受傷1	自用-大貨車;自用-小客車	120.2904	22.66623
110年02月02日	高雄市鳥松區本館路大華0069燈桿號前0.0公尺	死亡0;受傷1	普通重型-機車;自用-小客車	120.340255	22.65228
110年02月02日	高雄市鼓山區捷興二街 / 高雄市鼓山區鼓元街	死亡0;受傷1	普通重型-機車;自用-小客車;營業用-小貨車(含客、貨兩用)	120.273883	22.620576
110年02月02日	高雄市仁武區學府路仁福0501燈桿號前0.0公尺前	死亡0;受傷1	普通重型-機車	120.387637	22.734933
110年02月02日	高雄市大樹區台29省道 / 高雄市大樹區竹寮路	死亡0;受傷1	自用-小貨車(含客、貨兩用);普通重型-機車	120.426253	22.665418
110年02月02日	高雄市楠梓區後昌路756號前0.0公尺	死亡0;受傷1	行人-人;普通重型-機車	120.296178	22.710362
110年02月02日	高雄市橋頭區球場路楠橋高幹6號前0.0公尺	死亡0;受傷1	普通重型-機車	120.3193	22.750801
110年02月02日	高雄市左營區左營大路912號前0.0公尺	死亡0;受傷1	自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人	120.301332	22.696379
110年02月02日	高雄市鳳山區五甲一路 / 高雄市鳳山區國泰路2段	死亡0;受傷1	自用-小客車;普通重型-機車	120.353444	22.616043
110年02月02日	高雄市鼓山區鼓山三路17巷對面號前0.0公尺	死亡0;受傷2	普通重型-機車;普通重型-機車	120.2765	22.65099
110年02月02日	高雄市前鎮區中安路 / 高雄市前鎮區明鳳五街	死亡0;受傷1	自用-小客車;普通重型-機車	120.335116	22.583027
110年02月02日	高雄市三民區明誠一路 / 高雄市三民區大裕路	死亡0;受傷1	普通重型-機車;普通重型-機車	120.328733	22.659814
110年02月02日	高雄市楠梓區東寧路 / 高雄市楠梓區旗楠路	死亡0;受傷2	普通重型-機車;普通重型-機車;普通重型-機車	120.331084	22.733371
110年02月02日	高雄市三民區大昌一路331號前0.0公尺	死亡0;受傷1	普通重型-機車	120.319233	22.657985
110年02月02日	高雄市燕巢區牧場路 / 高雄市燕巢區牧場路	死亡0;受傷1	自用-小客車;普通重型-機車	120.419123	22.765747
110年02月02日	高雄市三民區陽明路 / 高雄市三民區陽明路	死亡0;受傷1	自用-小客車;普通重型-機車	120.341121	22.638089
110年02月02日	高雄市三民區建工路 / 高雄市三民區大順二路	死亡0;受傷2	普通重型-機車;行人-人	120.324212	22.649803
110年02月02日	高雄市小港區中安路416號前0.0公尺	死亡0;受傷1	普通重型-機車;營業用-半聯結車;自用-小貨車(含客、貨兩用)	120.3493	22.58466
110年02月02日	高雄市岡山區通校路167號前0.0公尺	死亡0;受傷1	自用-小貨車(含客、貨兩用);普通重型-機車	120.281195	22.790512
110年02月02日	高雄市林園區仁愛路 / 高雄市林園區信義路	死亡0;受傷1	普通重型-機車;普通重型-機車	120.3923	22.50735
110年02月02日	高雄市大寮區鳳屏一路509號前0.0公尺	死亡0;受傷1	普通重型-機車;普通重型-機車	120.397777	22.638894
110年02月02日	高雄市鳳山區青年路2段 / 高雄市鳳山區華北街	死亡0;受傷1	普通重型-機車;普通重型-機車	120.349614	22.631704
110年02月02日	高雄市橋頭區甲樹路 / 高雄市橋頭區甲圍路	死亡0;受傷1	自用-小客車;普通重型-機車	120.295912	22.742926
110年02月02日	高雄市左營區博愛三路 / 高雄市左營區孟子路	死亡0;受傷1	自用-小客車;普通重型-機車;乘客-人	120.306	22.67624
110年02月02日	高雄市鼓山區鼓山三路 / 高雄市鼓山區鼓山三路	死亡0;受傷2	普通重型-機車;普通重型-機車	120.27581	22.659029
110年02月02日	高雄市鼓山區南屏路前0.0公尺	死亡0;受傷1	自用-小客車;普通重型-機車	120.30152	22.62716
110年02月02日	高雄市鳳山區五甲一路567號前0.0公尺前	死亡0;受傷1	普通重型-機車;普通重型-機車	120.350268	22.611842
110年02月02日	高雄市楠梓區後昌路 / 高雄市楠梓區後勁西路	死亡0;受傷1	自用-小客車;普通重型-機車	120.312679	22.717562
110年02月02日	高雄市小港區東林路034燈桿號前0.0公尺	死亡0;受傷2	自用-小客車;普通重型-機車	120.372941	22.541932
110年02月02日	高雄市三民區九如二路108號前0.0公尺	死亡0;受傷1	自用-小客車;普通重型-機車;租賃車-小客車;普通重型-機車	120.310488	22.640883
